SOFACTORY;http://www.sofactory.fr/page/magasin-showroom-athis-mons.html;01 85 08 78 00;[]
STICKYADS.TV;http://www.stickyads.tv/;None;[]
VENTES RESPONSABLES;http://ventes-privees.vraibonplan.com/annuaire/ventes-responsables-com.html;None;[]
VIDEDRESSING;http://www.videdressing.com/;0 892 68 84 88;['info@videdressing.com', 'info@videdressing.com', 'contact@news.videdressing.com', 'info@videdressing.com', 'info@videdressing.com', 'contact@news.videdressing.com']
123PRESTA;http://www.123presta.com/;None;[]
ADLOOX;http://adloox.com/;01 83 64 79 83;[]
BALINEA;https://www.balinea.com/;None;[]
EDJING;http://www.edjing.com/;None;[]
REVISERSAVOITURE;http://www.revisersavoiture.com/;None;[]
TEADS WIKIO;http://www.choblab.com/woops/les-blogs-peuvent-survivre-face-aux-medias-en-ligne-9566.html;None;['labs.fr@teads.tv', 'labs.fr@teads.tv']
WEEKENDESK;http://www.weekendesk.fr/;None;['marie.durand@gmail.com']
PATHOQUEST;http://www.pathoquest.com/;01 70 82 17 90;['contact@pathoquest.com', 'contact@pathoquest.com', 'contact@pathoquest.com']
ATTRACTIVE WORLD;http://www.attractiveworld.net/;None;[]
BRAND MINISTRY;http://www.nukesuite.com/;01 40 26 16 23;['hello@nukesuite.com', 'hello@nukesuite.com']
CHACUNSONCAFE;http://www.chacunsoncafe.fr/;01 55 35 81 99;[]
EXPONAUTE;http://www.exponaute.com/;None;[]
LENGOW;http://www.lengow.fr/;02 85 52 64 15;[]
LOOKINGO;https://bownty.fr/lookingo-fr;None;['support@lookingo.com']
MINUTEBUZZ;http://www.minutebuzz.com/;None;[]
PAYSANS.FR;https://www.paysans.fr/;None;[]
UP & NET;http://www.frenchweb.fr/tag/upnet;01 42 93 05 39;['publicite@frenchweb.fr', 'publicite@frenchweb.fr', 'publicite@frenchweb.fr', 'publicite@frenchweb.fr']
LEADMEDIA GROUP;http://leadmedia-group.com/;None;['communication@leadmedia-group.com']
LILY LISTE;http://www.lily-liste.com/;09 72 33 76 58;['johndoe@domain.com', 'lily@lily-liste.com']
LIMONETIK;http://www.limonetik.com/;01 84 06 17 82;[]
ACHETER-LOUER.FR;http://www.acheter-louer.fr/;None;[]
ADYOULIKE;http://www.adyoulike.com/;06 03 96 76 48;['contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'france@adyoulike.com', 'france@adyoulike.com', 'uk@adyoulike.com', 'uk@adyoulike.com', 'middleeast@adyoulike.com', 'middleeast@adyoulike.com', 'germany@adyoulike.com', 'germany@adyoulike.com', 'spain@adyoulike.com', 'spain@adyoulike.com', 'italy@adyoulike.com', 'italy@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'contact@adyoulike.com', 'france@adyoulike.com', 'france@adyoulike.com', 'uk@adyoulike.com', 'uk@adyoulike.com', 'middleeast@adyoulike.com', 'middleeast@adyoulike.com', 'germany@adyoulike.com', 'germany@adyoulike.com', 'spain@adyoulike.com', 'spain@adyoulike.com', 'italy@adyoulike.com', 'italy@adyoulike.com']
ANTIDOT;http://www.antidot.net/;None;['info@antidot.net', 'info@antidot.net', 'info@antidot.net', 'info@antidot.net', 'support@antidot.net', 'info@antidot.net', 'info@antidot.net', 'info@antidot.net', 'info@antidot.net', 'support@antidot.net', 'info@antidot.net', 'info@antidot.net', 'support@antidot.net']
ANTVOICE;http://www.antvoice.com/;01 83 64 51 08;[]
APPSFIRE;http://appsfire.com/;None;['advertising@appsfire.com', 'support@appsfire.com', 'advertising@appsfire.com', 'partnership@appsfire.com', 'support@appsfire.com', 'contact@appsfire.com']
CALLRESTO;http://www.callresto.com/;None;['isaac@callresto.com']
CLOUDY;https://cloudy.fr/;None;['support@cloudy.fr', 'support@cloudy.fr']
COEUR DE CHEF;http://www.societe.com/societe/coeur-de-chef-531564292.html;04 78 20 20 20;[]
CORTUS;http://www.cortus.com/contact_us.php;04 30 96 70 00;['roniamir@a-r-tech.com', 'roniamir@a-r-tech.com']
CYTOO;http://www.cytoo.com/;04 38 88 47 05;[]
DREAMZER GAMES;http://www.dreamzer.fr/;None;[]
EDUPAD;http://www.edupad.com/fr/itooch/applications-educatives-tablettes-mobiles/;None;['contact@edupad.com', 'contact@edupad.com', 'contact@edupad.com', 'contact@edupad.com']
ENTROPYSOFT;http://www.journaldunet.com/solutions/saas-logiciel/ecm-et-cms-salesforce-acquiert-entropysoft-0213.shtml;None;[]
EVIAGENICS;http://www.eviagenics.com/;01 49 59 97 00;[]
EZAKUS;http://www.ezakus.com/;None;[]
FAVEOUS;http://www.frenchweb.fr/start-up-semaine-faveous-vos-favoris-twitter-facebook-google-reader-youtube-dailymotion-interface/13452;None;['publicite@frenchweb.fr', 'publicite@frenchweb.fr']
FLIRTATIOUS LABS;https://www.linkedin.com/company/flirtatious-labs;None;[]
FOOD REPORTER;http://www.foodreporter.fr/;None;[]
FRENCHWEB ADSVARK;http://www.adsvark.com/;None;['info@adsvark.com', 'info@adsvark.com', 'info@adsvark.com', 'info@adsvark.com']
HAPPYVIEW;http://www.happyview.fr/;09 80 98 10 09;[]
HYPIOS;http://www.domoclick.com/financer-moins-cher/hypios-le-crowdsourcing-pour-resoudre-les-problemes-de-rd-et-dinnovation/;None;[]
I-DISPO;http://fr.sara.i-dispo.com/;None;[]
INGENIC;http://www.ingenic.com/en/;None;['marketing@ingenic.com', 'support@ingenic.com', 'marketing@ingenic.com', 'support@ingenic.com']
ISOGRAD;http://www.isograd.com/FR/index.php;01 42 66 28 88;[]
JIMMY FAIRLY;http://www.jimmyfairly.com/;None;['johndoe@domain.com', 'prenom.nom@domaine.com', 'wecare@jimmyfairly.com']
JOSHFIRE;http://www.joshfire.com/fr/home.html;None;[]
JUST AROUND US;http://fr.viadeo.com/fr/profile/veronique.justus;None;[]
KIPCALL;https://itunes.apple.com/fr/app/kipcall/id425355705?mt=8;None;['fr@2x.png']
LA BOURSE DU TEXTILE;http://www.frenchweb.fr/la-bourse-du-textile-boucle-son-deuxieme-tour-de-table/17065;None;['publicite@frenchweb.fr', 'publicite@frenchweb.fr']
LAFOURCHETTE;http://www.lafourchette.com/;None;['contact@lafourchette.com', 'contact@lafourchette.com']
LOXAM;http://www.loxam.fr/;None;[]
MELIJOE;http://www.melijoe.com/fr/;None;['Icon_iPhone@2x.png', 'Icon_iPad@2x.png', 'Icon_iPhone@2x.png', 'Icon_iPad@2x.png']
MESEO;http://www.meseo.fr/;None;['license@prestashop.com', 'contact@prestashop.com']
MILIBRIS;http://milibris.com/;01 44 54 94 60;[]
MIXCOMMERCE;http://www.mixcommerce.com/;01 41 92 95 00;[]
MONNIER FRERES;http://www.monnierfreres.fr/;None;['johndoe@domain.com', 'pierremaistre@domaine.com', 'johndoe@domain.com', 'pierremaistre@domaine.com']
NETCONSTAT;http://www.societe.com/societe/netconstat-520605593.html;01 83 77 70 23;[]
NEXT PERFORMANCE;http://www.nextperf.com/fr/;01 48 04 53 21;['sales@nextperf.com', 'sales@nextperf.com', 'sales@nextperf.com', 'sales@nextperf.com', 'sales@nextperf.com']
OBVIOUSIDEA;http://www.obviousidea.com/fr/;None;[]
OPENSEARCHSERVER JAEKSOFT;https://github.com/jaeksoft/opensearchserver;None;[]
OPINEWS;http://www.opinews.com/;01 55 63 96 20;['onel@opinews.com', 'info@opinews.com', 'twitter@2x.png', 'facebook@2x.png', 'vimeo@2x.png']
PLIZY;https://www.crunchbase.com/organization/plizy;None;['info@plizy.com', 'info@plizy.com']
PLUGAROUND;http://www.plugaround.com/;01 83 64 23 10;[]
PRIMAVISTA;http://www.primavista.fr/;None;[]
PRIXING;http://www.prixing.fr/;None;['contact@prixing.fr']
PYROLIA;http://pyrolia.com/;None;[]
QAPA;https://www.qapa.fr/;None;['interim@qapa.com', 'stephanie.delestre@qapa.com', 'sales@qapa.fr']
QOSMOS;http://www.qosmos.com/french/a-propos/;01 40 37 00 02;[]
QUANTHOUSE;http://www.quanthouse.com/;01 44 63 92 80;[]
RUE89;http://rue89.nouvelobs.com/;None;[]
SANTEVET;http://www.santevet.com/;None;[]
SHARYPIC;https://www.sharypic.com/;06 37 60 77 56;[]
SHOETTE;http://www.shoette.com/;01 49 23 24 11;['rachel@shoette.com', 'rachel@shoette.com']
SKOPEO;http://www.skopeo.fr/;01 80 35 08 60;['contact@skopeo.fr', 'contact@skopeo.fr', 'contact@skopeo.fr', 'contact@skopeo.fr']
TAODYNE;http://www.taodyne.com/;09 82 26 32 92;['contact@taodyne.com', 'contact@taodyne.com', 'contact@taodyne.com', 'contact@taodyne.com', 'decweb@cnil.fr', 'contact@taodyne.com']
TEKORA;http://www.tekora.com/fr/;None;[]
THE FOOTBALL SOCIAL CLUB;http://blog.thefootballsocialclub.com/;None;['support@pixelunion.net', 'recrutement@thefootballsocialclub.com', 'recrutement@thefootballsocialclub.com']
THEMA;http://info.arte.tv/fr/thema;None;[]
TICKETSURF;http://www.tsi-payment.com/;01 82 97 05 01;[]
TOTAL IMMERSION;http://www.t-immersion.com/;None;[]
TRAVELLUTION;http://leteaser.fr/travellution;None;[]
TRIOVIZ;https://en.wikipedia.org/wiki/TriOviz_for_Games;None;[]
TVTY;http://www.distribeo.com/;09 54 10 97 88;['emea@tvty.tv', 'emea@tvty.tv', 'usa@tvty.tv', 'usa@tvty.tv', 'usa@tvty.tv', 'usa@tvty.tv', 'emea@tvty.tv', 'emea@tvty.tv', 'emea@tvty.tv', 'emea@tvty.tv', 'usa@tvty.tv', 'usa@tvty.tv', 'usa@tvty.tv', 'usa@tvty.tv', 'emea@tvty.tv', 'emea@tvty.tv']
VIAVOO;http://www.viavoo.com/;01 75 60 19 00;[]
VIRTUOZ;https://www.youtube.com/user/MrVirtuozYT;None;['mrvirtuozvideo@gmail.com']
VOULEZVOUSDINER;https://www.voulezvousdiner.com/fr;None;['logo@2x.png']
WEDIA;http://www.wedia.fr/;01 44 64 87 60;['your.address@email.com', 'your.address@email.com', 'your.address@email.com', 'your.address@email.com', 'your.address@email.com']
YAKAROULER;http://www.yakarouler.com/;01 70 44 75 75;[]
YASOUND;https://fr-fr.facebook.com/Yasound;None;[]
YOONEED;http://www.yooneed.com/;07 81 89 44 75;['profil@yooneed.com', 'laurent.blanchard@yooneed.com', 'profil@yooneed.com']
YOOPIES;https://yoopies.fr/;None;[]
YOUMAG;http://appliscope.sfr.fr/content/iphone/youmag;None;[]
ZENPRISE;https://en.wikipedia.org/wiki/Zenprise;01 44 82 91 20;[]
3999.COM;http://3999.fr/;None;[]
ADAMENCE;http://www.adamence.com/;01 76 00 71 71;['johndoe@domain.com', 'prenom.nom@domaine.com', 'johndoe@domain.com', 'prenom.nom@domaine.com', 'logo@2x.png']
DEOLAN;http://www.deolan.com/;05 35 54 00 95;['contact@deolan.com', 'contact@deolan.com', 'contact@deolan.com']
EDILIVRE;http://www.edilivre.com/;01 41 62 14 40;['johndoe@domain.com', 'prenom.nom@domaine.com', 'client@edilivre.com', 'client@edilivre.com', 'actualite@edilivre.com', 'actualite@edilivre.com', 'commande@edilivre.com', 'commande@edilivre.com', 'client@edilivre.com', 'client@edilivre.com', 'partenariat@edilivre.com', 'partenariat@edilivre.com', 'partenariat@edilivre.com', 'client@edilivre.com', 'client@edilivre.com', 'johndoe@domain.com', 'prenom.nom@domaine.com']
FINANCE TES ETUDES;http://www.financetesetudes.com/;None;[]
HOTMIX;http://www.hotmixradio.fr/;None;[]
L4 EPSILON;http://www.l4-epsilon.fr/;01 81 88 07 32;[]
LEKIOSK LEKIOSQUE;http://www.lekiosk.com/;01 53 53 01 90;[]
LIBERMUNDI;http://www.liber-mundi.org/;None;[]
MARCO VASCO;http://www.marcovasco.fr/;01 76 64 74 90;[]
PRETTY SIMPLE GAMES;http://www.prettysimplegames.com/;01 72 33 84 00;[]
TOUTABO;http://www.toutabo.com/;None;[]
YELLOWBRCK;https://www.crunchbase.com/organization/yellowbrck;None;['team@yellowbrck.com', 'team@yellowbrck.com']
KISSKISSBANKBANK;http://www.kisskissbankbank.com/;None;['charlotte.richard@kisskissbankbank.com', 'charlotte.richard@kisskissbankbank.com', 'jobs@kisskissbankbank.com', 'charlotte.richard@kisskissbankbank.com', 'charlotte.richard@kisskissbankbank.com', 'jobs@kisskissbankbank.com']
KOBOJO;http://www.kobojo.com/;01 83 64 09 90;[]
MAKEMEREACH;http://www.makemereach.com/;01 79 97 17 70;[]
MEDIASTAY;http://www.mediastay.com/;01 55 46 92 00;[]
NETBOOSTER;http://www.netbooster.fr/;01 40 40 27 00;[]
SENSEE;http://www.sensee.com/;0 800 94 09 06;['johndoe@domain.com', 'prenom.nom@domaine.com']
TIGERLILY;http://www.tigerlilyapps.com/;01 82 28 38 61;[]
24H00 BOOSKET;http://www.frenchyentrepreneur.com/patrick-robin-fondateur-de-24h00-boosket;01 53 01 53 10;[]
ALLIEDHEALTH;https://en.wikipedia.org/wiki/Allied_health_professions;None;[]
CARRE DE BOEUF;http://www.carredeboeuf.com/cgv;01 40 20 90 93;[]
DARQROOM;http://www.artdeqo.fr/;None;[]
ENERTIME;http://www.enertime.com/;01 75 43 15 40;[]
IVIDENCE;http://www.ividence.com/;01 83 62 03 00;[]
MOBPARTNER;http://www.mobpartner.com/;01 58 39 34 00;[]
NOWFASHION;https://nowfashion.com/;None;['now@nowfashion.com', 'charlotte@nowfashion.com']
PLYCE;http://www.plyce.com/;None;['contact@plyce.com']
QUELLEENERGIE;http://www.quelleenergie.fr/;None;[]
THE OTHER STORE;http://www.the-other-store.com/;01 80 05 15 43;[]
UTEL;http://www.utel.fr/;01 55 31 28 28;[]
WALLDRESS;https://www.facebook.com/WallDress/;None;[]
WIKANGO;http://www.wikango.com/;None;[]
ADENTS;http://www.adents.com/;01 69 32 11 11;[]
AF83;http://www.af83.com/;01 42 72 33 32;['contact@af83.com', 'contact@af83.com']
ADMINIUM;http://minecraft-fr.gamepedia.com/Bedrock;None;[]
ATIPIX;http://www.atipix.fr/;03 86 31 04 23;[]
COACHCLUB;http://beta.coachclub.com/;None;[]
EVANEOS;http://www.evaneos.com/;01 82 83 36 36;[]
GIROMEDICAL;http://www.girodmedical.com/;None;['johndoe@domain.com', 'gerard.manvussat@domaine.com', 'presse@girodmedical.com', 'presse@girodmedical.com', 'johndoe@domain.com', 'gerard.manvussat@domaine.com']
LUXVIEW;http://www.capital.fr/bourse/actualites/m6-rachete-luxview-879153;None;[]
MADMAGZ.COM;https://madmagz.com/;None;[]
MONBENTO;http://www.monbento.com/;None;['contact@monbento.com']
STORIFIC;http://frenchmorning.com/nee-paris-commande-en-ligne-storific-demenage-san-antonio/;None;[]
VISION 360 DEGRES V3D;http://www.v3d.fr/;04 81 76 13 70;[]
NETEVEN;http://www.neteven.com/;01 83 64 59 50;[]
TALENTSOFT;http://www.talentsoft.com/;01 41 86 05 60;['contact.nl@talentsoft.com', 'contact.nl@talentsoft.com', 'contact.uk@talentsoft.com', 'contact.uk@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'contact.se@talentsoft.com', 'contact.se@talentsoft.com', 'contact.dk@talentsoft.com', 'contact.dk@talentsoft.com', 'contact.de@talentsoft.com', 'contact.de@talentsoft.com', 'contact.ch@talentsoft.com', 'contact.ch@talentsoft.com', 'contact.be@talentsoft.com', 'contact.be@talentsoft.com', 'contact.cn@talentsoft.com', 'contact.cn@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'contact.cn@talentsoft.com', 'contact.cn@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'contact.nl@talentsoft.com', 'contact.nl@talentsoft.com', 'contact.uk@talentsoft.com', 'contact.uk@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'contact.se@talentsoft.com', 'contact.se@talentsoft.com', 'contact.dk@talentsoft.com', 'contact.dk@talentsoft.com', 'contact.de@talentsoft.com', 'contact.de@talentsoft.com', 'contact.ch@talentsoft.com', 'contact.ch@talentsoft.com', 'contact.be@talentsoft.com', 'contact.be@talentsoft.com', 'contact.cn@talentsoft.com', 'contact.cn@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'contact.cn@talentsoft.com', 'contact.cn@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com', 'ts@talentsoft.com']
BON-PRIVE;http://www.les-deals.com/bon-prive/;None;['contact@bon-prive.com', 'contact@bon-prive.com']
CLEOR;http://www.cleor.com/;None;['johndoe@domain.com', 'pierremaistre@domaine.com', 'pierremaistre@domaine.com']
GREENWEEZ;http://www.greenweez.com/;None;[]
IMPETO MEDICAL;http://www.impeto-medical.com/fr/;01 43 20 16 40;[]
MILIBOO;http://www.miliboo.com/;01 84 16 26 36;[]
NATILOO;http://www.natiloo.com/;01 42 72 99 46;[]
COMMERCE GUYS;http://www.commerceguys.com/;01 40 09 30 00;[]
SUPERSONIC IMAGINE;http://www.supersonicimagine.fr/;04 42 99 24 24;['contact@supersonicimagine.fr', 'contactsFR@supersonicimagine.com', 'contactsUSA@supersonicimagine.com', 'contactsUSA@supersonicimagine.com', 'contactsUSA@supersonicimagine.com', 'contactsUSA@supersonicimagine.com', 'contactsFR@supersonicimagine.fr', 'contactsFR@supersonicimagine.com', 'contactsDE@supersonicimagine.com', 'contactsDE@supersonicimagine.com', 'Beijing@supersonicimagine.com', 'beijing@supersonicimagine.com', 'contactsASIA@supersonicimagine.com', 'contactsASIA@supersonicimagine.com', 'contactsUK@supersonicimagine.com', 'contactsUK@supersonicimagine.com']
1855.COM;http://www.crus-classes.com/;None;[]
BRAND ONLINE COMMERCE;http://www.brandonlinecommerce.com/;01 44 75 85 15;['business@brandonlinecommerce.com']
CROQUETTELAND;http://www.croquetteland.com/;04 37 42 19 69;['johndoe@domain.com', 'johndoe@domaine.com']
LEETCHI;https://www.leetchi.com/;09 72 34 24 26;['serviceclient@leetchi.com', 'serviceclient@leetchi.com', 'serviceclient@leetchi.com', 'serviceclient@leetchi.com', 'serviceclient@leetchi.com', 'serviceclient@leetchi.com', 'serviceclient@leetchi.com', 'serviceclient@leetchi.com']
MAIL INSIDE;http://www.e-marketing.fr/Marketing-Direct/Article/Mail-Inside-valorise-l-interieur-de-l-enveloppe-27286-1.htm;None;[]
MISTER-AUTO;http://www.mister-auto.com/;None;[]
SMARTDATE;http://www.commentcamarche.net/sites/details/smartdate.com;None;[]
TOURISM INVEST;http://www.leparisien.fr/espace-premium/oise-60/tourism-invest-la-success-story-creilloise-26-03-2014-3709047.php;03 44 27 36 70;[]
WEB PRINTING INTERNATIONAL;https://www.ooprint.fr/;None;['johndoe@domain.com', 'johndoe@domaine.com']
BEEZIK;http://www.01net.com/services-en-ligne/beezik-117226/;None;[]
CARWEGO;http://www.carwego.com/;04 88 19 75 36;[]
COMMENTCAMARCHE;http://www.commentcamarche.net/;None;[]
IMUSIC SCHOOL;http://www.imusic-school.com/;None;[]
INSITEO;http://www.insiteo.com/;05 62 12 04 41;[]
KELDEAL;https://fr-fr.facebook.com/KeldealFrance;None;[]
PRET D'UNION;http://www.pret-dunion.fr/;None;[]
RESTOPOLITAN;https://www.restopolitan.com/;01 84 24 02 40;[]
VIRDUAL;http://edition.fr/;01 73 48 59 25;['contact@edition.fr', 'contact@edition.fr']
STICKYADS.TV;http://www.stickyads.tv/;None;[]
GARDEN PRICE;http://www.gardenprice.com/;None;[]
JIT SOLAIRE;http://www.jit-solaire.com/;05 49 53 65 97;[]
EFFICITY;http://www.efficity.com/;None;[]
