COMECLAIR;http://www.societe.com/societe/comeclair-789406527.html;None;[]
COMPLETEL;https://fr.wikipedia.org/wiki/Completel;None;[]
COMPLETEL;https://fr.wikipedia.org/wiki/Completel;None;[]
COMPUGROUP MEDICAL FRANCE;http://www.cgm.com/fr/index.fr.jsp;None;['info.axisante@cgm.com', 'n1_support.referent.solutions.fr@CGM.com', 'partenaire.axisante@cgm.com', 'gaelle.prongue@cgm.com', 'gaelle.prongue@cgm.com', 'guilaine.hagemann@cgm.com', 'France@hellodoc.com', 'France@hellodoc.com', 'France@hellodoc.com', 'info.axisante@cgm.com', 'n1_support.referent.solutions.fr@CGM.com', 'partenaire.axisante@cgm.com', 'info.cgmnet.fr@cgm.com', 'info.cgmnet.fr@cgm.com', 'partenaire.cgmnet.fr@cgm.com']
DATAHERTZ;http://www.datahertz.fr/;01 40 92 78 01;['franck.broccolicchi@datahertz.fr', 'franck.broccolicchi@datahertz.fr', 'pierre.martin@datahertz.fr', 'pierre.martin@datahertz.fr', 'alain.thomas@datahertz.fr', 'alain.thomas@datahertz.fr', 'pierre.brillou@datahertz.fr', 'pierre.brillou@datahertz.fr', 'informations@datahertz.fr', 'informations@datahertz.fr', 'franck.broccolicchi@datahertz.fr', 'franck.broccolicchi@datahertz.fr', 'pierre.martin@datahertz.fr', 'pierre.martin@datahertz.fr', 'alain.thomas@datahertz.fr', 'alain.thomas@datahertz.fr', 'pierre.brillou@datahertz.fr', 'pierre.brillou@datahertz.fr', 'informations@datahertz.fr', 'informations@datahertz.fr']
DHATIM;http://dhatim.com/;None;[]
EQUANT FRANCE SA;https://fr.wikipedia.org/wiki/Equant;None;[]
EQUANT FRANCE SA;https://fr.wikipedia.org/wiki/Equant;None;[]
ERCOM ENGINEERING RESEAUX COMMUNICAT.;http://www.ercom.fr/;01 39 46 50 50;[]
ETRALI;http://www.etrali.fr/;01 55 82 91 00;['info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'recrutement.etrali@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'recrutement.etrali@etrali.com', 'info@etrali.com', 'recrutement.etrali@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com', 'info@etrali.com']
ETRALI;http://www.etrali.fr/;01 55 82 91 00;['info@etrali.com', 'info@etrali.com', 'info@etrali.com']
ETRALI;http://www.etrali.fr/;01 55 82 91 00;['info@etrali.com', 'info@etrali.com', 'info@etrali.com']
EXPANDIUM;http://www.expandium.com/;02 28 01 95 50;[]
FEEDBACK;http://www.feed-back.fr/;None;['contact@feed-back.fr', 'contact@feed-back.fr', 'contact@feed-back.fr', 'contact@feed-back.fr', 'recrutement@feed-back.fr', 'recrutement@feed-back.fr']
FIBRACOM;http://www.fibracom.fr/;None;[]
FRACOM;http://www.societe.com/societe/fracom-529935546.html;09 81 45 81 95;[]
G2J.COM;http://www.g2j.com/;None;[]
GENBAND TELECOMMUNICATIONS (FRANCE);https://www.genband.com/;01 46 48 60 63;['john.quinn@genband.com', 'john.quinn@genband.com', 'ricardo.bonassi@genband.com', 'ricardo.bonassi@genband.com', 'john.quinn@genband.com', 'john.quinn@genband.com', 'ricardo.bonassi@genband.com', 'ricardo.bonassi@genband.com']
GIRATEL;http://www.societe.com/societe/giratel-528371784.html;01 48 93 05 75;[]
GLOBECAST FRANCE;http://www.globecast.com/;01 55 95 26 26;['info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com', 'info@globecast.com']
GXS;http://www.gxs.fr/;01 76 73 94 30;[]
HERRAS TELECOM;http://www.herrastelecom.com/;None;['contact@herrastelecom.com', 'contact@herrastelecom.com']
HEXATEL;http://www.hexatel.fr/;02 38 51 51 51;[]
HUBEE;http://www.hubee.tv/;01 83 64 10 31;['contact@hubee.tv']
IC.COM;http://culture-ic.com/;None;['contact@culture-ic.com', 'contact@culture-ic.com', 'contact@culture-ic.com', 'contact@culture-ic.com', 'contact@culture-ic.com', 'votre_email@exemple.com']
IJENKO;http://www.ijenko.com/;01 77 49 46 46;[]
INEO DIGITAL;http://www.engie-ineo.fr/digital;01 49 68 44 44;['contact@cofelyineo-gdfsuez.com', 'ineodigital@engie.com']
INEO DIGITAL;http://www.engie-ineo.fr/digital;01 49 68 44 44;['contact@cofelyineo-gdfsuez.com', 'ineodigital@engie.com']
INGEINFO;http://www.commentcamarche.net/forum/affich-25233013-requis-pour-passer-en-ecole-d-inge-info;None;[]
INTERCALL EUROPE;http://fr.intercalleurope.com/;None;['reservations@intercalleurope.com', 'reservations@intercalleurope.com', 'info@intercall.com', 'info@intercall.com', 'info@intercall.com', 'info@intercall.com']
INTERCLOUD;http://www.intercloud.com/;01 81 80 26 00;[]
INTERELEC;http://www.societe.com/societe/interelec-750755571.html;None;[]
LEBARA FRANCE LIMITED;http://www.lebara.fr/mentions-legales;None;[]
LVC;http://lyc-chevreuse-gif.ac-versailles.fr/;None;['cdt.lvc@gmail.com', 'rg.bailly@laposte.net', 'cdt.lvc@gmail.com', 'rg.bailly@laposte.net']
MAGORA STYLE;http://www.societe.com/societe/magora-style-525216818.html;None;[]
METAL TRADING COMMUNICATIONS;http://www.metaltrading.fr/mentionlegal.php;None;['zinc@metaltrading.fr']
MODELABS GROUP;https://modelabs.com/;01 43 12 12 12;['contact.mobiles@modelabs.com']
MULTICOMS;http://www.multicoms.co.uk/;+44 117 955 7140;['info@multicoms.co.uk']
OMEA TELECOM SAS;https://fr.wikipedia.org/wiki/Omea_Telecom;01 47 30 95 36;[]
ORACLES;http://www.oracles.ch/;None;[]
ORSON CONFERENCING;http://www.societe.com/societe/orson-conferencing-523771871.html;01 44 29 00 80;[]
PIKSEL FRANCE;http://www.piksel.com/contact/;04 76 90 06 96;[]
PLURITEL COM RESEAUX;http://www.hgdc.fr/pluritel-com-reseaux.html;01 49 98 79 54;['contact@hgdc.fr', 'contact@hgdc.fr', 'contact@hgdc.fr']
PREMIERE CONFERENCING EURL;https://www.pgi.com/;01 56 69 81 50;[]
QUALITY SERVICES SAS;http://www.societe.com/societe/quality-services-sas-809100894.html;None;[]
RENTABILIWEB TELECOM;https://www.dalenys.com/;01 76 23 00 00;['dalenys@2x.png', 'dalenys@3x.png', 'dalenys@2x.png', 'dalenys@3x.png', 'dalenys@2x.png', 'dalenys@3x.png', '03@3x.png', '03@2x.png']
RS 2M SARL;http://www.infos-tva.fr/montfermeil/rs2m-sarl-rs-2m-440452365.html;None;[]
SERES;http://www.seres.fr/;01 56 29 79 00;['tiago.cancela@seres.pt', 'gustavo.bernardez@seresnet.com', 'comercial@seres.co', 'info@seres.ec', 'comercial@seres.mx', 'julio.llontop@seres.es']
SERES;http://www.seres.fr/;01 56 29 79 00;[]
SEZACOM;http://www.societe.com/societe/sezacom-487873143.html;None;[]
SFD;http://www.sfdnet.fr/;None;[]
SFD;http://www.sfdnet.fr/;None;[]
SITA;http://www.sita.fr/;None;[]
SITA IT SERVICES FRANCE;http://www.societe.com/societe/sita-it-services-france-492569306.html;None;[]
SITA TELECOM;http://www.sita.fr/;0 800 10 64 11;[]
SITEP SARL;http://www.sitep-tuboplast.com/;None;[]
SOTRATEC;http://www.societe.com/societe/sotratec-537839276.html;None;[]
SRC;http://www.src-batiment.fr/;None;[]
STE CCIALE DE TELECOMMUNICATION SCT;http://www.sct-telecom.fr/;None;[]
STR.COM;https://www.str.com/;None;[]
STUPEFLIX;http://studio.stupeflix.com/;None;['contact@stupeflix.com', 'contact@stupeflix.com', 'logo_stupeflix_big_@2X.4152da2e6cd6.png']
SYMACOM;http://www.symamobile.com/;01 44 24 79 80;[]
SYSOCO;http://www.sysoco.fr/;01 48 11 39 70;['mk@sysoco.fr', 'mk@sysoco.fr', 'votre@email.com', 'mk@sysoco.fr', 'pieces.detachees@sysoco.fr', 'pieces.detachees@sysoco.fr', 'mk@sysoco.fr', 'mk@sysoco.fr', 'votre@email.com', 'pieces.detachees@sysoco.fr', 'sav.client@sysoco.fr', 'sav.client@sysoco.fr', 'votre@email.com', 'mk@sysoco.fr', 'mk@sysoco.fr', 'mk@sysoco.fr', 'votre@email.com', 'mk@sysoco.fr', 'mk@sysoco.fr', 'mk@sysoco.fr', 'votre@email.com', 'mk@sysoco.fr']
TAPPTIC;http://www.tapptic.com/;07 77 32 62 08;['hello@tapptic.com', 'hello@tapptic.com', 'hello@tapptic.com', 'hello@tapptic.com', 'hello@tapptic.com']
TEKA.COM;http://www.teka.com/;None;[]
TELEHOUSE INT CORPORATION EUROPE LTD;http://www.telehouse.fr/;01 56 06 40 00;['marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net', 'marketing@fr.telehouse.net']
TELEHOUSE INT CORPORATION EUROPE LTD;http://www.telehouse.fr/;01 56 06 40 00;['marketing@fr.telehouse.net', 'marketing@fr.telehouse.net']
THE PHONE HOUSE SERVICES TELECOM;http://www.phonehouse.fr/;01 55 49 50 00;[]
TIS FRANCE SAS;http://www.societe.com/societe/tis-france-sas-483713830.html;01 78 56 99 50;[]
VANCO SAS;http://www.societe.com/societe/global-cloud-xchange-388496481.html;None;[]
VULCAIN;https://fr.wikipedia.org/wiki/Vulcain_(mythologie);None;[]
WANCORE;http://www.wancore.fr/;None;['contact@wancore.fr', 'contact@wancore.fr']
WAYCOM INTERNATIONAL;http://www.waycom.net/;01 41 44 83 00;[]
WAYCOM RETAIL;http://www.waycom.net/;None;[]
WISTER;http://www.wister.fr/;None;['serviceclients@wister.fr', 'info@wister.fr']
WIZDEO;http://wizdeo.com/;09 72 32 17 23;[]
AC MEDIA;http://www.societe.com/societe/ac-media-450535349.html;01 53 16 47 18;[]
ACTES SUD;http://www.actes-sud.fr/;None;['contact@actes-sud.fr', 'l.bouchon@actes-sud.fr', 'accueil.paris@actes-sud.fr', 'nathalie.alliel@actes-sud.fr', 'ca.balbo@actes-sud.fr', 'manuscrits@actes-sud.fr', 'candidaturerh@actes-sud.fr', 'contact.web@actes-sud.fr']
ADI SHAKTI;https://www.youtube.com/watch?v=MAv4COhYWWs;01 45 77 56 46;[]
AMI EDITIONS;http://www.amieditions.com/;01 41 06 39 80;[]
ASSIMIL;http://fr.assimil.com/;None;[]
AUDIO VIDEO MEDIA;http://www.societe.com/societe/audio-video-media-340965656.html;03 85 81 95 95;[]
AUZOU EDITIONS;http://www.auzou.fr/;01 40 33 84 00;[]
BAYARD EDITIONS;http://www.bayard-editions.com/;None;[]
BRAGELONNE;http://www.bragelonne.fr/;01 40 22 90 71;['rwox@k1jpnuxwwn.o1']
CALMANN LEVY;http://calmann-levy.fr/;01 49 54 36 00;[]
CNRS EDITIONS;http://www.cnrseditions.fr/;01 53 10 27 00;[]
CNRS EDITIONS;http://www.cnrseditions.fr/;01 53 10 27 00;[]
COMPAGNIE PARISIENNE DU LIVRE;http://www.societe.com/societe/compagnie-parisienne-du-livre-389440488.html;None;[]
COPYRIGHT 2.0;http://www.pagesjaunes.fr/pros/07088867;None;[]
DARGAUD;http://www.dargaud.com/;None;[]
DELAGRAVE EDITION;http://www.delagrave-edition.fr/;01 44 41 89 30;[]
DELSOL;http://www.delsolavocats.com/;None;[]
DUNOD EDITEUR;http://www.dunod.com/;01 40 46 35 00;[]
E H O;http://www.cnrtl.fr/definition/dmf/eho?str=1;None;['CONTACT@CNRTL.FR', 'CONTACT@CNRTL.FR', 'CONTACT@CNRTL.FR', 'contact@cnrtl.fr', 'contact@cnrtl.fr', 'contact@cnrtl.fr', 'CONTACT@CNRTL.FR', 'contact@cnrtl.fr', 'contact@cnrtl.fr', 'contact@cnrtl.fr']
ECRITURE COMMUNICATION;http://www.centreec.com/;01 55 80 71 35;['j.decourt@centreec.com']
EDICOM DIRECT;http://www.artcomedie.com/index.php?p=soc;01 42 86 88 27;[]
EDITIO;http://www.citadelles-mazenod.com/;01 53 04 30 60;['info@citadelles-mazenod.com', 'info@citadelles-mazenod.com', 'm.dewaresquiel@citadelles-mazenod.com', 'm.dewaresquiel@citadelles-mazenod.com', 'g.rudolf@citadelles-mazenod.com', 'g.rudolf@citadelles-mazenod.com', 'f.cassegrain@citadelles-mazenod.com', 'f.cassegrain@citadelles-mazenod.com', 'm.combes@citadelles-mazenod.com', 'm.combes@citadelles-mazenod.com', 'fabrication@citadelles-mazenod.com', 'fabrication@citadelles-mazenod.com', 'commercial@citadelles-mazenod.com', 'commercial@citadelles-mazenod.com', 'commercial@citadelles-mazenod.com', 'a.cahard@citadelles-mazenod.com', 'servicepresse@citadelles-mazenod.com', 'ouise@lr2s.fr', 'c.guillet@citadelles-mazenod.com', 'c.guillet@citadelles-mazenod.com', 'compta@citadelles-mazenod.com', 'compta@citadelles-mazenod.com', 'info@citadelles-mazenod.com']
EDITION MARKETING;http://www.editions-ellipses.fr/;None;['editorial@editions-ellipses.fr', 'editorial@editions-ellipses.fr', 'presse@editions-ellipses.fr', 'presse@editions-ellipses.fr', 'droitsauteurs@editions-ellipses.fr', 'droitsauteurs@editions-ellipses.fr', 'droitsauteurs@editions-ellipses.fr', 'droitsauteurs@editions-ellipses.fr', 'concours@editions-ellipses.fr', 'concours@editions-ellipses.fr', 'droit_eco_gestion@editions-ellipses.fr', 'droit_eco_gestion@editions-ellipses.fr', 'histoire_geo@editions-ellipses.fr', 'histoire_geo@editions-ellipses.fr', 'langues@editions-ellipses.fr', 'langues@editions-ellipses.fr', 'lettres_philo@editions-ellipses.fr', 'lettres_philo@editions-ellipses.fr', 'medecine@editions-ellipses.fr', 'medecine@editions-ellipses.fr', 'sciences@editions-ellipses.fr', 'sciences@editions-ellipses.fr', 'commande.libraire@editions-ellipses.fr', 'commande.libraire@editions-ellipses.fr', 'export@editions-ellipses.fr', 'export@editions-ellipses.fr', 'vpc@editions-ellipses.fr', 'vpc@editions-ellipses.fr']
EDITION MARKETING;http://www.editions-ellipses.fr/;None;[]
EDITIONS ALBIN MICHEL;http://www.albin-michel.fr/;01 42 79 10 00;[]
EDITIONS AUTREMENT;http://www.autrement.com/;01 44 73 80 00;[]
EDITIONS BEAUMONT;http://www.societe.com/societe/editions-beaumont-384207742.html;01 40 83 84 92;[]
EDITIONS BELIN;http://www.editions-belin.com/;0 825 82 01 11;['enseignants@editions-belin.fr', 'enseignants@editions-belin.fr', 'enseignants@editions-belin.fr', 'enseignants@editions-belin.fr', 'enseignants@editions-belin.fr', 'enseignants@editions-belin.fr']
EDITIONS BERTRAND LACOSTE;http://www.bertrand-lacoste.fr/;01 53 40 53 53;[]
EDITIONS BPI;http://www.editions-bpi.fr/;01 41 40 81 30;[]
EDITIONS DALLOZ;http://www.editions-dalloz.fr/;None;['johndoe@domain.com', 'gerard.manvussat@domaine.com']
EDITIONS DELCOURT;http://www.editions-delcourt.fr/;None;[]
EDITIONS DENOEL;http://www.denoel.fr/;01 44 39 73 73;[]
EDITIONS DENOEL;http://www.denoel.fr/;01 44 39 73 73;[]
EDITIONS DES ARENES;http://www.arenes.fr/;01 42 17 47 80;['jane.doe@example.com']
EDITIONS GALLIMARD;http://www.gallimard.fr/;01 45 44 05 56;['catalogue@gallimard.fr', 'catalogue@gallimard.fr', 'historique@gallimard.fr', 'historique@gallimard.fr', 'coeditions@gallimard.fr', 'coeditions@gallimard.fr', 'international@gallimard.fr', 'international@gallimard.fr', 'decouvertes@gallimard.fr', 'decouvertes@gallimard.fr', 'etrangere@gallimard.fr', 'etrangere@gallimard.fr', 'foliopolicier@gallimard.fr', 'foliopolicier@gallimard.fr', 'education@gallimard.fr', 'education@gallimard.fr', 'juridique@gallimard.fr', 'juridique@gallimard.fr', 'recrutement@madrigall.fr', 'recrutement@madrigall.fr', 'audiov@gallimard.fr', 'audiov@gallimard.fr', 'etrangers@gallimard.fr', 'etrangers@gallimard.fr', 'francaise@gallimard.fr', 'francaise@gallimard.fr', 'theatre@gallimard.fr', 'theatre@gallimard.fr', 'icono@gallimard.fr', 'icono@gallimard.fr']
EDITIONS GALLIMARD;http://www.gallimard.fr/;01 45 44 05 56;[]
EDITIONS J'AI LU;http://www.jailu.com/;01 44 39 34 70;[]
EDITIONS JEAN-CLAUDE LATTES;http://www.editions-jclattes.fr/;01 44 41 74 00;[]
EDITIONS LA DECOUVERTE;http://www.editionsladecouverte.fr/;01 44 08 84 00;['ladecouverte@editionsladecouverte.com', 'ladecouverte@editionsladecouverte.com']
EDITIONS LAROUSSE;http://www.editions-larousse.fr/;01 44 39 44 00;[]
EDITIONS LITO;http://www.editionslito.com/;01 45 16 17 00;[]
EDITIONS ODILE JACOB;http://www.odilejacob.fr/;01 44 41 64 84;[]
EDITIONS PAYOT & RIVAGES;http://www.payot-rivages.net/;01 44 41 39 90;['bkerjosse@payotrivages.com']
EDITIONS PLAY BAC;http://www.playbac.fr/;None;['p.abe@playbac.fr', 'p.abe@playbac.fr', 'marketpresse@playbac.fr', 'marketpresse@playbac.fr', 'edspecontact@playbac.fr', 'edspecontact@playbac.fr', 'f.dufour@playbac.fr', 'f.dufour@playbac.fr', 'l.barber@playbac.fr', 'l.barber@playbac.fr']
EDITIONS PUBLIBOOK;http://www.publibook.com/;01 53 69 65 55;[]
EDITIONS SED;http://editions-sed.fr/;01 34 92 78 78;[]
EDITIONS SPECIALES PLAY BAC;http://www.playbac-editions-speciales.fr/;None;['m.duprez@playbac.fr,l.renault', 'playbac.fr,p.feutrie@playbac.fr']
EDITIONS STOCK;http://www.editions-stock.fr/;01 49 54 36 55;[]
EDITIONS T.I.;http://www.techniques-ingenieur.fr/;01 53 35 20 10;['infos.clients@teching.com', 'infos.clients@teching.com', 'formation@teching.com', 'formation@teching.com', 'formation@teching.com', 'conseil@teching.com', 'conseil@teching.com', 'conseil@teching.com', 'edito@teching.com', 'environnement@teching.com', 'environnement@teching.com', 'industriel@teching.com', 'industriel@teching.com', 'mecanique@teching.com', 'mecanique@teching.com', 'materiaux@teching.com', 'materiaux@teching.com', 'energie@teching.com', 'energie@teching.com', 'electricite@teching.com', 'electricite@teching.com', 'construction@teching.com', 'construction@teching.com', 'chimie@teching.com', 'chimie@teching.com', 'sciences@teching.com', 'sciences@teching.com', 'mesures@teching.com', 'mesures@teching.com', 'electronique@teching.com', 'electronique@teching.com', 'industrielle@teching.com', 'industrielle@teching.com', 'information@teching.com', 'information@teching.com', 'instantanes@teching.com', 'instantanes@teching.com', 'management@teching.com', 'management@teching.com', 'actus@teching.com', 'actus@teching.com', 'actus@teching.com', 'adelaval@weka.fr', 'adelaval@weka.fr', 'adelaval@weka.fr', 'webmaster@teching.com', 'webmaster@teching.com', 'webmaster@teching.com', 'infos.clients@teching.com']
EDITIONS WEKA;http://www.weka.fr/;01 53 35 17 17;[]
ELSEVIER MASSON SAS;http://www.elsevier-masson.fr/;01 71 16 55 00;['johndoe@domain.com', 'pierremaistre@domaine.com', 'foreignrightsfrance@elsevier.com']
EMH;http://www.emhfrance.com/;None;['contact@emhfrance.com', 'contact@emhfrance.com', 'contact@emhfrance.com', 'contact@emhfrance.com', 'contact@emhfrance.com', 'contact@emhfrance.com']
ENCYCLOPAEDIA UNIVERSALIS FRANCE;http://www.universalis.fr/;None;[]
ENCYCLOPAEDIA UNIVERSALIS FRANCE;http://www.universalis.fr/;None;[]
ETABLISSEMENTS ANDRE LECONTE;http://www.editions-leconte.com/;01 46 58 65 44;[]
EURO SERVICES INTERNET;http://www.societe.com/societe/euro-services-internet-420842023.html;None;[]
EUROTAXGLASS'S FRANCE;http://www.eurotaxglass.com/;01 46 08 11 22;[]
FLAMMARION;http://editions.flammarion.com/;None;[]
FLAMMARION;http://editions.flammarion.com/;None;[]
FLAMMARION;http://editions.flammarion.com/;None;[]
FLEURUS EDITIONS;http://www.fleuruseditions.com/;01 53 26 33 35;[]
FLEURUS EDITIONS;http://www.fleuruseditions.com/;01 53 26 33 35;[]
FLEURUS MAME;http://www.mameeditions.com/;None;[]
FRANCE LOISIRS;http://www.franceloisirs.com/;None;[]
GALLIMARD JEUNESSE;http://www.gallimard-jeunesse.fr/;None;[]
GALLIMARD JEUNESSE;http://www.gallimard-jeunesse.fr/;None;[]
GALLIMARD LOISIRS;http://www.gallimard-loisirs.fr/;None;[]
GLENAT DIFFUSION;http://www.glenat.com/contact.asp;09 64 25 18 52;['editeurs@glenat.com']
GROUPE EYROLLES SA;http://www.eyrolles.com/;01 44 41 11 11;[]
GUTENBERG TECHNOLOGY;http://gutenberg-technology.com/;01 49 20 70 73;[]
HACHETTE LIVRE;http://www.hachette.com/;None;[]
HACHETTE LIVRE;http://www.hachette.com/;None;[]
HARLEQUIN;http://www.harlequin.fr/;None;[]
HUGO & CIE;http://www.hugoetcie.fr/;01 53 04 41 51;['hugo@2x.png']
